地址,建物型態,訂約日期,樓別/樓高,家具,緯度,經度,備註,租金,總面積(坪),出租型態,房型,租賃期間,屋齡,主要用途
中壢區中華路二段３３０號７樓之１１,住宅大樓(11層含以上有電梯),113/06/20,七層/十六層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.9645975100066,121.23575533242514,管理費、水電費、瓦斯費由承租人負擔,"13,000",22.35,整戶出租,2房1廳1衛,1130625~1160624,30,住家用
中壢區自治里陸光二街３號５樓,公寓(5樓含以下無電梯),113/06/20,五層/五層,冷氣、熱水器、電視機、冰箱、有線電視、網路、傢俱,24.96723933878232,121.25956013722748,租賃建物部分範圍，且未計入共有部分面積;,"13,500",5.14,分租套房,8房8衛,1130701~1140630,22,住家用
中壢區永福路１１２０號十樓,住宅大樓(11層含以上有電梯),113/06/19,十層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96559667491159,121.25404013276614,每月管理費1200元由出租人自付。,"11,800",57.08,整戶出租,3房2廳2衛,1130701~1140630,21,住家用
中壢區民權路８１號之１４五樓,華廈(10層含以下有電梯),113/06/20,五層/十層,冷氣、熱水器、電視機、冰箱、傢俱,24.956879397702068,121.21718171259876,管理費、水電費、瓦斯費由承租人負擔續租案件;,"4,700",6.12,獨立套房,1房1衛,1130715~1140714,29,住家用
中壢區長沙路１７號６樓,華廈(10層含以下有電梯),113/06/20,六層/八層,冷氣、熱水器、瓦斯或天然氣、傢俱,24.948556218125418,121.22857503344652,水電費、瓦斯費由承租人負擔續租案件;,"13,000",38.34,整戶出租,3房2廳2衛,1130725~1140724,31,住家用
中壢區三光路１６５號１０樓,住宅大樓(11層含以上有電梯),113/06/22,十層/十五層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.963882603391465,121.21287588445904,管理費、水電費、瓦斯費由承租人負擔續租案件;,"21,000",38.07,整戶出租,2房2廳2衛,1130711~1140710,17,住家用
中壢區普義路２１７巷１６號１２樓,住宅大樓(11層含以上有電梯),113/06/24,十二層/十三層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.96137350615324,121.23053982969151,管理費、水電費、瓦斯費由承租人負擔續租案件;,"17,200",33.76,整戶出租,3房2廳2衛,1130625~1140624,20,住家用
中壢區中山東路三段３１３號５樓,華廈(10層含以下有電梯),113/06/18,五層/七層,冷氣、熱水器、電視機、冰箱、傢俱,24.941295690559272,121.25201975645369,,"18,000",35.22,整戶出租,2房2廳1衛,1130625~1140624,17,住家用
中壢區高鐵站前東路一段９９號５樓之９,住宅大樓(11層含以上有電梯),113/06/25,五層/十七層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,25.012312165487376,121.2181014563183,,"18,878",17.91,獨立套房,1房1廳1衛,1130625~1140624,3,集合住宅
中壢區華勛街１６３巷４６號５樓,華廈(10層含以下有電梯),113/06/18,五層/七層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.950135676980903,121.26180192313295,續租案件;,"16,000",27.66,整戶出租,3房2廳1衛,1130702~1140701,31,住家用
中壢區新興路２３０巷２８號三樓,住宅大樓(11層含以上有電梯),113/06/30,三層/十四層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.95342315413722,121.22816808757939,社會住宅,"12,300",18.29,獨立套房,1房1廳1衛,1130701~1140630,13,集合住宅
中壢區中園路２２號二樓之７,住宅大樓(11層含以上有電梯),113/06/30,二層/十五層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.965137200384493,121.23702407622548,社會住宅,"10,700",18.36,獨立套房,1房1廳1衛,1130701~1140630,17,住家用
中壢區中園路３６之１０號十六樓,住宅大樓(11層含以上有電梯),113/06/30,十六層/二十三層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.965543674838784,121.23689610200024,社會住宅,"12,800",14.21,獨立套房,1房1衛,1130701~1140630,14,住家用
中壢區興仁路二段９９號四樓之７９,華廈(10層含以下有電梯),113/06/21,四層/十層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.966808351887106,121.26335252257398,每月管理費500元由承租人自付。,"6,500",9.58,獨立套房,1房1衛,1130620~1140619,18,住家用
中壢區環北路３５２號第１６樓之１６,住宅大樓(11層含以上有電梯),113/06/26,十六層/二十一層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.965518560332953,121.22395144541927,,"10,500",12.87,獨立套房,1房1衛,1130701~1140630,15,住家用
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/29,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,公共水費、公共電費及公共清潔費由出租人負擔租金總額含水費;,"13,500",10.18,分租套房,6房6衛,1130629~1140628,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/27,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130627~1140626,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/27,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130627~1140626,0,住宅、梯間
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/29,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,公共水費、公共電費及公共清潔費由出租人負擔租金總額含水費;,"13,500",10.18,分租套房,6房6衛,1130629~1140628,0,住宅、梯間
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130622~1140621,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"15,500",12.29,分租套房,8房8衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２６２號二樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006067580795815,121.22217224237191,租金總額含水費;其他(公共水電費及公共清潔費);,"15,500",12.29,分租套房,8房8衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130622~1140621,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/24,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"11,200",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/24,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"11,200",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８０號２樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,多人共同承租2;租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(-公共水電費及公共清潔費);,"11,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８０號２樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,多人共同承租2;租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８０號二樓,透天厝,113/06/20,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"11,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/25,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/24,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"11,200",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２號２樓,透天厝,113/06/24,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"11,200",10.18,分租套房,6房6衛,1130625~1140624,0,住宅、梯間
中壢區高鐵站前西路二段２８２二樓,透天厝,113/06/29,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130629~1140628,0,住宅、梯間
中壢區高鐵站前西路二段２８２二樓,透天厝,113/06/29,全/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,25.006085357270763,121.2223605133437,租金總額含水費;其他(公共水電費及公共清潔費);,"13,500",10.18,分租套房,6房6衛,1130629~1140628,0,住宅、梯間
中壢區龍東路２９巷２８弄１６號,透天厝,113/06/28,全/二層,冷氣、熱水器、洗衣機、傢俱,24.928875925561734,121.25005387888494,,"12,500",25.10,整戶出租,3房2廳3衛,1130713~1140712,45,住家用
中壢區力行北街１９巷４號,透天厝,113/06/24,全/二層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.953576011986172,121.24005209452238,水電費、瓦斯費由承租人負擔續租案件;,"27,000",53.08,整戶出租,4房2廳4衛,1130801~1140731,36,住家用
中壢區中園路３６之１６號２樓,住宅大樓(11層含以上有電梯),113/06/25,二層/二十三層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.965543674838784,121.23689610200024,管理費、水電費、瓦斯費由承租人負擔續租案件;,"12,000",16.94,獨立套房,1房1廳1衛,1130710~1140709,14,住家用
中壢區九和一街６號１６樓之１２,住宅大樓(11層含以上有電梯),113/06/25,十六層/二十二層,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,24.96151971746575,121.22346882945486,管理費、水電費、瓦斯費由承租人負擔續租案件;,"10,000",13.85,獨立套房,1房1衛,1130707~1140706,23,住家用
中壢區仁慈路１７０號７樓,住宅大樓(11層含以上有電梯),113/06/26,七層/十二層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.945348706588298,121.25245380741612,管理費、水電費、瓦斯費由承租人負擔續租案件;,"5,500",8.00,獨立套房,1房1衛,1130705~1140704,29,住家用
中壢區領航南路二段３６６號８樓,住宅大樓(11層含以上有電梯),113/06/26,八層/二十層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,25.006193485740315,121.21637668337618,水電費、瓦斯費由承租人負擔續租案件;,"22,000",25.38,整戶出租,2房1廳2衛,1130705~1140704,2,集合住宅
中壢區中華路一段２２８號,透天厝,113/06/24,全/三層,,24.973380002337244,121.2587707417755,部分出租3樓，房屋用途做辦公室、店面使用。含增建或未登記建物;,"21,000",12.24,,4廳6衛,1130711~1160710,53,住商用
中壢區福嶺路二段２０２巷３號,透天厝,113/06/27,全/四層,冷氣、洗衣機、冰箱、傢俱,24.985285299786273,121.18151178444035,車位面積無法分算。含增建或未登記建物;,"25,000",48.29,整戶出租,3房2廳4衛,1130627~1140626,18,住宅、停車空間
中壢區青峰路一段５５號３樓,辦公商業大樓,113/06/20,三層/十四層,,25.01489379785908,121.21842307326486,租金總額含稅;其他(【含稅(所得稅各類扣繳10%，月租金2萬(含)以上加二代健保扣2.11%)】);租賃期間有約定不同租金承租方第二年114年9月1日起至116年8月31每月租金調整為新台幣47787元整【含稅(所得稅各類扣繳10%，月租金2萬(含)以上加二代健保扣2.11%)】;,"45,511",36.80,,,1130901~1160831,8,辦公室
中壢區珠江街５２號四樓,公寓(5樓含以下無電梯),113/06/25,四層/五層,冷氣、熱水器、洗衣機、電視機、冰箱、傢俱,24.948118566672605,121.23135687589716,,"15,000",39.50,整戶出租,3房2廳2衛,1130801~1140731,33,住家用
中壢區幸福街５之３號五樓,住宅大樓(11層含以上有電梯),113/06/26,五層/十一層,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,24.955791983472658,121.23755086145972,每月管理費2000元由承租人自付。,"15,000",45.70,整戶出租,4房1廳2衛,1130701~1140630,33,住家用
中壢區大仁五街３６號六樓,華廈(10層含以下有電梯),113/06/26,六層/十層,冷氣、熱水器、洗衣機、冰箱、傢俱,24.956762722002026,121.24024643730856,每月管理費1200元由出租人自付。,"17,000",34.82,整戶出租,4房1廳2衛,1130701~1140630,28,住家用
中壢區大仁五街３６號十樓,華廈(10層含以下有電梯),113/06/26,十層/十層,冷氣、熱水器、冰箱、傢俱,24.956762722002026,121.24024643730856,每月管理費1200元由出租人自付。,"17,000",34.82,整戶出租,4房1廳2衛,1130701~1140630,28,住家用
中壢區文成南街１０１號四樓,公寓(5樓含以下無電梯),113/06/25,四層/四層,冷氣、熱水器、冰箱、瓦斯或天然氣,24.97854727855331,121.25171922145606,此為新北市社會住宅包租代管計畫之物件，評定市價租金為12223元，因選擇代管方案須打9折且簽約租金無條件捨去至百分位，實際租賃契約金11000元。,"11,000",22.69,整戶出租,2房2廳1衛,1130719~1140718,42,住家用
